Sample collection date,Tester,Site type,Name of Sampling Location,SARS-CoV-2 Detected,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated
6/14/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,774986.8563,4,copies/L,North Andover,MA,Essex,1/5/23
10/25/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,575839.9722,3,copies/L,North Andover,MA,Essex,1/5/23
9/15/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,793633.1297,3,copies/L,Plymouth,MA,Plymouth,1/5/23
8/21/21,BioBot,Municipal,MWRA Northern,Detected,348205.1363,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/17/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,189306.6277,7,copies/L,Provincetown,MA,Barnstable,1/5/23
5/19/22,BioBot,Municipal,MWRA Northern,Detected,1130752.08,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/15/22,BioBot,Municipal,MWRA Northern,Detected,716131.2752,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/11/22,BioBot,Municipal,MWRA Southern,Detected,6758870.231,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/10/22,BioBot,Municipal,Wareham WPCF,Detected,1239040.958,4,copies/L,Wareham,MA,Plymouth,1/5/23
11/22/22,BioBot,Municipal,Athol WWTP,Detected,679343.3109,4,copies/L,Athol,MA,Worcester,1/5/23
8/10/22,BioBot,Municipal,Fall River WWTP,Detected,412932.2773,5,copies/L,Fall River,MA,Bristol,1/5/23
7/28/22,BioBot,Municipal,MWRA Southern,Detected,578465.641,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/13/22,BioBot,Municipal,MWRA Northern,Detected,773051.4909,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/19/22,BioBot,Municipal,Hull WWTF,Detected,4684304.892,3,copies/L,Hull,MA,Plymouth,1/5/23
10/12/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1681005.907,3,copies/L,Worcester,MA,Worcester,1/5/23
11/4/21,BioBot,Municipal,MWRA Southern,Detected,295745.5684,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/6/22,BioBot,Municipal,Hull WWTF,Detected,699418.0322,2,copies/L,Hull,MA,Plymouth,1/5/23
11/2/22,BioBot,Municipal,Wareham WPCF,Detected,664289.6911,4,copies/L,Wareham,MA,Plymouth,1/5/23
11/2/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,870415.306,4,copies/L,Worcester,MA,Worcester,1/5/23
11/30/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,992241.5342,2,copies/L,Plymouth,MA,Plymouth,1/5/23
10/6/22,BioBot,Municipal,Wareham WPCF,Detected,1736723.494,4,copies/L,Wareham,MA,Plymouth,1/5/23
6/26/21,BioBot,Municipal,MWRA Northern,Detected,20798.8368,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/17/22,BioBot,Municipal,MWRA Southern,Detected,1380206.459,7,copies/L,Winthrop,MA,Suffolk,1/5/23
2/18/21,BioBot,Municipal,MWRA Southern,Detected,459588.2157,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/3/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,450694.084,4,copies/L,Provincetown,MA,Barnstable,1/5/23
2/10/21,BioBot,Municipal,MWRA Southern,Detected,436510.3314,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/26/20,BioBot,Municipal,MWRA Northern,Detected,13144.7813,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/2/22,BioBot,Municipal,Hull WWTF,Detected,956926.0622,3,copies/L,Hull,MA,Plymouth,1/5/23
9/1/22,BioBot,Municipal,Amherst WWTP,Detected,487541.5773,4,copies/L,Hadley,MA,Hampshire,1/5/23
6/16/22,BioBot,Municipal,MWRA Southern,Detected,752514.5032,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/15/22,BioBot,Municipal,MWRA Southern,Detected,983886.8528,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/16/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,769817.815,4,copies/L,Chicopee,MA,Hampden,1/5/23
6/22/21,BioBot,Municipal,Brockton/ Abington,Detected,38755.01115,2,copies/L,Brockton,MA,Plymouth,1/5/23
6/1/22,BioBot,Municipal,Hull WWTF,Detected,1726522.055,3,copies/L,Hull,MA,Plymouth,1/5/23
1/3/22,BioBot,Municipal,MWRA Southern,Detected,11740133.5,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/3/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,925484.6878,4,copies/L,Salem,MA,Essex,1/5/23
6/28/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,897233.2558,4,copies/L,Worcester,MA,Worcester,1/5/23
5/6/22,BioBot,Municipal,Pittsfield WWTP,Detected,860396.0575,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/18/21,BioBot,Municipal,MWRA Southern,Detected,711857.1385,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/14/20,BioBot,Municipal,MWRA Southern,Detected,45335.21252,7,copies/L,Winthrop,MA,Suffolk,1/5/23
2/26/21,BioBot,Municipal,MWRA Southern,Detected,402670.8909,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/4/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1086596.303,4,copies/L,North Andover,MA,Essex,1/5/23
8/18/22,BioBot,Municipal,Uxbridge WWTF,Detected,603569.1469,3,copies/L,Uxbridge,MA,Worcester,1/5/23
10/21/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,326933.0107,7,copies/L,Provincetown,MA,Barnstable,1/5/23
10/18/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1851784.401,4,copies/L,North Andover,MA,Essex,1/5/23
12/19/22,BioBot,Municipal,Brockton/ Abington,Detected,1910697.592,4,copies/L,Brockton,MA,Plymouth,1/5/23
1/31/22,BioBot,Municipal,Haverhill WWTP,Detected,573312.3972,3,copies/L,Haverhill,MA,Essex,1/5/23
6/11/22,BioBot,Municipal,MWRA Southern,Detected,691852.8524,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/24/22,BioBot,Municipal,New Bedford WWTF,Detected,516473.1225,2,copies/L,New Bedford,MA,Bristol,1/5/23
9/26/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,537917.1844,7,copies/L,Provincetown,MA,Barnstable,1/5/23
7/26/20,BioBot,Municipal,MWRA Northern,Detected,33734.60002,6,copies/L,Winthrop,MA,Suffolk,1/5/23
7/26/20,BioBot,Municipal,MWRA Northern,Detected,34281.70462,6,copies/L,Winthrop,MA,Suffolk,1/5/23
7/20/22,BioBot,Municipal,Fall River WWTP,Detected,351547.8259,6,copies/L,Fall River,MA,Bristol,1/5/23
9/24/21,BioBot,Municipal,MWRA Southern,Detected,219046.7714,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/13/21,BioBot,Municipal,MWRA Southern,Detected,355118.9881,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/21/22,BioBot,Municipal,MWRA Northern,Detected,833486.7772,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/3/20,BioBot,Municipal,MWRA Southern,Detected,152866.4207,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/12/20,BioBot,Municipal,MWRA Southern,Detected,17604.20055,6,copies/L,Winthrop,MA,Suffolk,1/5/23
10/18/22,BioBot,Municipal,Fitchburg Public Works,Detected,1092345.676,4,copies/L,Fitchburg,MA,Worcester,1/5/23
6/9/21,BioBot,Municipal,MWRA Southern,Detected,24869.06527,6,copies/L,Winthrop,MA,Suffolk,1/5/23
5/10/22,BioBot,Municipal,Athol WWTP,Detected,1554863.015,4,copies/L,Athol,MA,Worcester,1/5/23
3/17/22,BioBot,Municipal,MWRA Southern,Detected,145682.0548,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/27/20,BioBot,Municipal,MWRA Northern,Detected,13287.26428,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/22/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,404145.3194,7,copies/L,Provincetown,MA,Barnstable,1/5/23
7/13/22,BioBot,Municipal,Fitchburg Public Works,Detected,1343330.563,4,copies/L,Fitchburg,MA,Worcester,1/5/23
11/23/22,BioBot,Municipal,MWRA Southern,Detected,654939.0162,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/1/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1035010.203,4,copies/L,North Andover,MA,Essex,1/5/23
3/30/21,BioBot,Municipal,MWRA Northern,Detected,265685.558,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/24/22,BioBot,Municipal,MWRA Northern,Detected,1431022.085,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/5/22,BioBot,Municipal,Haverhill WWTP,Detected,1119383.591,4,copies/L,Haverhill,MA,Essex,1/5/23
5/19/22,BioBot,Municipal,Hull WWTF,Detected,1638712.989,3,copies/L,Hull,MA,Plymouth,1/5/23
4/13/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,619144.0237,4,copies/L,North Andover,MA,Essex,1/5/23
8/14/21,BioBot,Municipal,MWRA Southern,Detected,359695.6589,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/30/22,BioBot,Municipal,Fitchburg Public Works,Detected,2591904.057,2,copies/L,Fitchburg,MA,Worcester,1/5/23
12/8/20,BioBot,Municipal,MWRA Northern,Detected,995613.5353,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/18/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,811753.1455,7,copies/L,Provincetown,MA,Barnstable,1/5/23
12/10/21,BioBot,Municipal,Billerica Treatment Plant,Detected,3489996.441,3,copies/L,Billerica,MA,Middlesex,1/5/23
1/5/22,BioBot,Municipal,Hull WWTF,Detected,9607480.627,3,copies/L,Hull,MA,Plymouth,1/5/23
10/14/21,BioBot,Municipal,Wareham WPCF,Detected,545382.2822,2,copies/L,Wareham,MA,Plymouth,1/5/23
2/15/22,BioBot,Municipal,MWRA Northern,Detected,166746.0587,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/14/22,BioBot,Municipal,MWRA Northern,Detected,119265.6264,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/21/22,BioBot,Municipal,MWRA Northern,Detected,1636368.44,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/1/22,BioBot,Municipal,Pittsfield WWTP,Detected,531483.6746,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
12/2/22,BioBot,Municipal,Amherst WWTP,Detected,1417302.715,4,copies/L,Hadley,MA,Hampshire,1/5/23
12/29/20,BioBot,Municipal,MWRA Northern,Detected,959012.6459,7,copies/L,Winthrop,MA,Suffolk,1/5/23
2/24/21,BioBot,Municipal,MWRA Southern,Detected,467883.1976,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/26/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,562230.6417,4,copies/L,North Andover,MA,Essex,1/5/23
12/8/22,BioBot,Municipal,Hull WWTF,Detected,1622873.174,3,copies/L,Hull,MA,Plymouth,1/5/23
9/28/22,BioBot,Municipal,Amherst WWTP,Detected,1441841.939,4,copies/L,Hadley,MA,Hampshire,1/5/23
12/28/21,BioBot,Municipal,MWRA Southern,Detected,7785807.932,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/5/22,BioBot,Municipal,Haverhill WWTP,Detected,1637230.66,4,copies/L,Haverhill,MA,Essex,1/5/23
7/21/22,BioBot,Municipal,Fall River WWTP,Detected,373870.4499,6,copies/L,Fall River,MA,Bristol,1/5/23
4/9/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,526876.2033,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/15/22,BioBot,Municipal,Hull WWTF,Detected,2403700.931,3,copies/L,Hull,MA,Plymouth,1/5/23
7/28/22,BioBot,Municipal,Fitchburg Public Works,Detected,1397504.141,4,copies/L,Fitchburg,MA,Worcester,1/5/23
7/28/22,BioBot,Municipal,Hull WWTF,Detected,923671.1196,3,copies/L,Hull,MA,Plymouth,1/5/23
12/11/20,BioBot,Municipal,MWRA Northern,Detected,932734.8077,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/13/22,BioBot,Municipal,MWRA Southern,Detected,704994.6959,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/13/22,BioBot,Municipal,Fall River WWTP,Detected,716953.5241,4,copies/L,Fall River,MA,Bristol,1/5/23
7/17/21,BioBot,Municipal,MWRA Southern,Detected,66688.32188,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/18/22,BioBot,Municipal,Brockton/ Abington,Detected,436457.2372,4,copies/L,Brockton,MA,Plymouth,1/5/23
9/21/21,BioBot,Municipal,MWRA Southern,Detected,267153.5234,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/12/22,BioBot,Municipal,Greenfield WPCF,Detected,492275.1867,2,copies/L,Greenfield,MA,Franklin,1/5/23
10/25/21,BioBot,Municipal,Haverhill WWTP,Detected,643022.8115,3,copies/L,Haverhill,MA,Essex,1/5/23
5/19/21,BioBot,Municipal,MWRA Southern,Detected,83983.15426,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/5/22,BioBot,Municipal,Fitchburg Public Works,Detected,328100.4641,3,copies/L,Fitchburg,MA,Worcester,1/5/23
12/10/22,BioBot,Municipal,MWRA Northern,Detected,1212853.374,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/20/21,BioBot,Municipal,MWRA Northern,Detected,1797924.683,7,copies/L,Winthrop,MA,Suffolk,1/5/23
2/27/22,BioBot,Municipal,MWRA Northern,Detected,116630.3581,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/19/22,BioBot,Municipal,MWRA Northern,Detected,548381.8691,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/8/21,BioBot,Municipal,MWRA Southern,Detected,32766.9461,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/1/22,BioBot,Municipal,Wareham WPCF,Detected,707956.9475,4,copies/L,Wareham,MA,Plymouth,1/5/23
12/3/22,BioBot,Municipal,MWRA Northern,Detected,910149.1312,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/6/22,BioBot,Municipal,Hull WWTF,Detected,876235.7031,3,copies/L,Hull,MA,Plymouth,1/5/23
10/4/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,959908.0554,3,copies/L,Worcester,MA,Worcester,1/5/23
7/7/20,BioBot,Municipal,MWRA Northern,Detected,30338.34043,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/26/22,BioBot,Municipal,Fitchburg Public Works,Detected,999454.1955,4,copies/L,Fitchburg,MA,Worcester,1/5/23
9/14/22,BioBot,Municipal,Wareham WPCF,Detected,970295.0928,4,copies/L,Wareham,MA,Plymouth,1/5/23
2/16/22,BioBot,Municipal,Hull WWTF,Detected,192067.5059,3,copies/L,Hull,MA,Plymouth,1/5/23
12/25/21,BioBot,Municipal,MWRA Northern,Detected,3519547.637,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/7/21,BioBot,Municipal,Hull WWTF,Not Detected,0,2,copies/L,Hull,MA,Plymouth,1/5/23
12/8/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,704194.5982,4,copies/L,Chicopee,MA,Hampden,1/5/23
11/1/21,BioBot,Municipal,Haverhill WWTP,Detected,568805.1812,3,copies/L,Haverhill,MA,Essex,1/5/23
7/3/20,BioBot,Municipal,MWRA Northern,Detected,22353.5056,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/1/21,BioBot,Municipal,MWRA Southern,Detected,421958.1,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/19/21,BioBot,Municipal,MWRA Southern,Detected,296186.9434,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/28/21,BioBot,Municipal,MWRA Northern,Detected,5976966.361,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/5/21,BioBot,Municipal,MWRA Northern,Detected,175732.5083,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/25/22,BioBot,Municipal,Haverhill WWTP,Detected,827719.8132,4,copies/L,Haverhill,MA,Essex,1/5/23
6/27/22,BioBot,Municipal,Chicopee WPC,Detected,928130.307,3,copies/L,Chicopee,MA,Hampden,1/5/23
3/16/21,BioBot,Municipal,Pittsfield WWTP,Detected,317841.8555,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
6/16/22,BioBot,Municipal,Pittsfield WWTP,Detected,642768.0021,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
12/21/22,BioBot,Municipal,Lowell Regional WWTF,Detected,2185420.031,2,copies/L,Lowell,MA,Middlesex,1/5/23
10/18/21,BioBot,Municipal,Pittsfield WWTP,Detected,181543.04,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/19/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1342714.648,2,copies/L,Billerica,MA,Middlesex,1/5/23
6/23/21,BioBot,Municipal,Haverhill WWTP,Detected,15626.81537,2,copies/L,Haverhill,MA,Essex,1/5/23
7/25/22,BioBot,Municipal,Fitchburg Public Works,Detected,1085885.166,4,copies/L,Fitchburg,MA,Worcester,1/5/23
4/28/22,BioBot,Municipal,Pittsfield WWTP,Detected,436218.4942,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
12/27/22,BioBot,Municipal,Springfield WWTP,Detected,1940528.187,2,copies/L,Agawam,MA,Hampden,1/5/23
8/2/22,BioBot,Municipal,Athol WWTP,Detected,896657.3628,4,copies/L,Athol,MA,Worcester,1/5/23
9/27/22,BioBot,Municipal,North Brookfield WWTP,Detected,404688.1261,1,copies/L,North Brookfield,MA,Worcester,1/5/23
10/16/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1958215.672,4,copies/L,North Andover,MA,Essex,1/5/23
12/19/22,BioBot,Municipal,Chicopee WPC,Detected,1396956.467,2,copies/L,Chicopee,MA,Hampden,1/5/23
8/9/21,BioBot,Municipal,Haverhill WWTP,Detected,96861.49875,2,copies/L,Haverhill,MA,Essex,1/5/23
10/11/22,BioBot,Municipal,Wareham WPCF,Detected,1725316.211,3,copies/L,Wareham,MA,Plymouth,1/5/23
12/27/22,BioBot,Municipal,Uxbridge WWTF,Detected,2735495.03,1,copies/L,Uxbridge,MA,Worcester,1/5/23
1/26/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1602285.448,3,copies/L,Chicopee,MA,Hampden,1/5/23
3/6/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,122011.5545,4,copies/L,Salem,MA,Essex,1/5/23
1/20/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,429103.2176,1,copies/L,Chicopee,MA,Hampden,1/5/23
11/15/21,BioBot,Municipal,Pittsfield WWTP,Detected,469310.1988,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/28/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,251620.1201,2,copies/L,Worcester,MA,Worcester,1/5/23
2/17/22,BioBot,Municipal,Brockton/ Abington,Detected,144987.9188,3,copies/L,Brockton,MA,Plymouth,1/5/23
1/15/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,153235.75,3,copies/L,Provincetown,MA,Barnstable,1/5/23
5/3/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1448596.664,4,copies/L,Provincetown,MA,Barnstable,1/5/23
9/29/21,BioBot,Municipal,Pittsfield WWTP,Detected,251873.8693,2,copies/L,Pittsfield,MA,Berkshire,1/5/23
1/17/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1354490.34,4,copies/L,Salem,MA,Essex,1/5/23
8/7/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1436042.781,4,copies/L,North Andover,MA,Essex,1/5/23
2/16/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,177711.0186,3,copies/L,Worcester,MA,Worcester,1/5/23
12/19/22,BioBot,Municipal,Pittsfield WWTP,Detected,1254820.613,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/19/22,BioBot,Municipal,Grafton Headworks,Detected,969501.6581,2,copies/L,South Grafton,MA,Middlesex,1/5/23
12/20/22,BioBot,Municipal,New Bedford WWTF,Detected,1018748.61,2,copies/L,New Bedford,MA,Bristol,1/5/23
7/24/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1171262.292,4,copies/L,Salem,MA,Essex,1/5/23
10/10/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1457358.539,4,copies/L,Salem,MA,Essex,1/5/23
9/1/22,BioBot,Municipal,Pittsfield WWTP,Detected,768701.5708,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/16/22,BioBot,Municipal,Uxbridge WWTF,Detected,1253831.894,2,copies/L,Uxbridge,MA,Worcester,1/5/23
5/20/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,820823.5472,4,copies/L,Chicopee,MA,Hampden,1/5/23
7/19/22,BioBot,Municipal,Hull WWTF,Detected,1299731.972,3,copies/L,Hull,MA,Plymouth,1/5/23
4/21/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,754455.0901,4,copies/L,Salem,MA,Essex,1/5/23
9/5/22,BioBot,Municipal,Fitchburg Public Works,Detected,1574621.706,4,copies/L,Fitchburg,MA,Worcester,1/5/23
3/10/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,140966.4192,4,copies/L,Salem,MA,Essex,1/5/23
11/21/22,BioBot,Municipal,Northampton WWTP,Detected,714175.5121,2,copies/L,Northampton,MA,Hampshire,1/5/23
8/10/21,BioBot,Municipal,Pittsfield WWTP,Detected,73125.86387,2,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/28/21,BioBot,Municipal,Brockton/ Abington,Detected,1183255.415,1,copies/L,Brockton,MA,Plymouth,1/5/23
7/18/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,414075.4405,2,copies/L,Plymouth,MA,Plymouth,1/5/23
5/30/22,BioBot,Municipal,Billerica Treatment Plant,Detected,914337.1256,3,copies/L,Billerica,MA,Middlesex,1/5/23
6/14/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,991256.0922,4,copies/L,Salem,MA,Essex,1/5/23
12/5/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,2683587.929,3,copies/L,Worcester,MA,Worcester,1/5/23
9/25/22,BioBot,Municipal,Fall River WWTP,Detected,724103.5573,5,copies/L,Fall River,MA,Bristol,1/5/23
11/13/22,BioBot,Municipal,Fall River WWTP,Detected,516093.685,4,copies/L,Fall River,MA,Bristol,1/5/23
5/4/20,BioBot,Municipal,MWRA Northern,Detected,142688.4721,4,copies/L,Winthrop,MA,Suffolk,1/5/23
10/25/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,333579.6798,3,copies/L,Chicopee,MA,Hampden,1/5/23
5/2/22,BioBot,Municipal,Billerica Treatment Plant,Detected,463041.1888,3,copies/L,Billerica,MA,Middlesex,1/5/23
9/24/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1253420.082,3,copies/L,Salem,MA,Essex,1/5/23
6/6/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,784101.2868,4,copies/L,Salem,MA,Essex,1/5/23
12/12/22,BioBot,Municipal,Fitchburg Public Works,Detected,2420803.868,4,copies/L,Fitchburg,MA,Worcester,1/5/23
4/24/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,764084.8583,4,copies/L,North Andover,MA,Essex,1/5/23
11/3/21,BioBot,Municipal,Billerica Treatment Plant,Detected,1649828.006,3,copies/L,Billerica,MA,Middlesex,1/5/23
9/6/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1406236.597,4,copies/L,Salem,MA,Essex,1/5/23
11/21/22,BioBot,Municipal,New Bedford WWTF,Detected,573106.6491,3,copies/L,New Bedford,MA,Bristol,1/5/23
6/15/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,489476.788,4,copies/L,Chicopee,MA,Hampden,1/5/23
9/15/22,BioBot,Municipal,Leominster Headworks,Detected,2476039.274,2,copies/L,Leominster,MA,Worcester,1/5/23
1/21/22,BioBot,Municipal,Pittsfield WWTP,Detected,2303538.46,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
6/4/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,969072.7684,4,copies/L,Salem,MA,Essex,1/5/23
3/6/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,235547.2782,4,copies/L,Salem,MA,Essex,1/5/23
2/7/22,BioBot,Municipal,Surfside WTF,Detected,239994.9658,1,copies/L,Nantucket,MA,Nantucket,1/5/23
7/25/22,BioBot,Municipal,Surfside WTF,Detected,1680120.906,1,copies/L,Nantucket,MA,Nantucket,1/5/23
6/8/22,BioBot,Municipal,Chicopee WPC,Detected,586568.5425,2,copies/L,Chicopee,MA,Hampden,1/5/23
4/29/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,382936.0758,2,copies/L,Plymouth,MA,Plymouth,1/5/23
9/12/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1084727.6,4,copies/L,Salem,MA,Essex,1/5/23
9/21/21,BioBot,Municipal,Pittsfield WWTP,Detected,380807.3871,2,copies/L,Pittsfield,MA,Berkshire,1/5/23
2/26/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,153237.4723,4,copies/L,Salem,MA,Essex,1/5/23
6/13/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,379459.5116,4,copies/L,Chicopee,MA,Hampden,1/5/23
10/25/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,544960.0102,1,copies/L,Plymouth,MA,Plymouth,1/5/23
8/15/22,BioBot,Municipal,Fitchburg Public Works,Detected,1270642.917,4,copies/L,Fitchburg,MA,Worcester,1/5/23
3/17/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,128923.7127,3,copies/L,Provincetown,MA,Barnstable,1/5/23
4/14/22,BioBot,Municipal,Brockton/ Abington,Detected,329754.4543,4,copies/L,Brockton,MA,Plymouth,1/5/23
8/12/21,BioBot,Municipal,SESD-Peabody Metering Station,Detected,174893.2594,2,copies/L,Salem,MA,Essex,1/5/23
3/2/22,BioBot,Municipal,Pittsfield WWTP,Detected,213579.6927,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
12/21/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,4212090.405,4,copies/L,Salem,MA,Essex,1/5/23
8/11/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,314488.0098,2,copies/L,North Andover,MA,Essex,1/5/23
2/3/22,BioBot,Municipal,Brockton/ Abington,Detected,1035335.476,3,copies/L,Brockton,MA,Plymouth,1/5/23
6/12/22,BioBot,Municipal,Haverhill WWTP,Detected,1073262.822,4,copies/L,Haverhill,MA,Essex,1/5/23
6/14/21,BioBot,Municipal,Surfside WTF,Detected,4624.638142,2,copies/L,Nantucket,MA,Nantucket,1/5/23
11/2/20,BioBot,Municipal,Surfside WTF,Detected,365962.8233,1,copies/L,Nantucket,MA,Nantucket,1/5/23
9/6/22,BioBot,Municipal,Leominster Headworks,Detected,1929691.537,2,copies/L,Leominster,MA,Worcester,1/5/23
9/15/22,BioBot,Municipal,Lowell Regional WWTF,Detected,1804744.472,2,copies/L,Lowell,MA,Middlesex,1/5/23
9/24/21,BioBot,Municipal,Brockton/ Abington,Detected,486231.2291,3,copies/L,Brockton,MA,Plymouth,1/5/23
11/11/22,BioBot,Municipal,S.Deerfield WWTP,Not Detected,290328.1757,3,copies/L,Deerfield,MA,Franklin,1/5/23
7/26/22,BioBot,Municipal,North Brookfield WWTP,Detected,409456.6214,2,copies/L,North Brookfield,MA,Worcester,1/5/23
