Sample collection date,Tester,Site type,Name of Sampling Location,SARS-CoV-2 Detected,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated
11/23/22,BioBot,Municipal,Athol WWTP,Detected,563437.6938,4,copies/L,Athol,MA,Worcester,1/5/23
11/22/22,BioBot,Municipal,MWRA Northern,Detected,440178.5068,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/20/22,BioBot,Municipal,Fitchburg Public Works,Detected,574669.2639,3,copies/L,Fitchburg,MA,Worcester,1/5/23
4/10/22,BioBot,Municipal,MWRA Southern,Detected,453867.335,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/31/21,BioBot,Municipal,MWRA Southern,Detected,37099.27058,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/30/21,BioBot,Municipal,Pittsfield WWTP,Detected,2434693.063,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/25/22,BioBot,Municipal,Pittsfield WWTP,Detected,1388271.705,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
8/15/21,BioBot,Municipal,MWRA Southern,Detected,337285.9744,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/26/22,BioBot,Municipal,MWRA Northern,Detected,829896.14,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/27/21,BioBot,Municipal,MWRA Southern,Detected,236274.979,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/15/22,BioBot,Municipal,MWRA Northern,Detected,2711385.3,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/18/20,BioBot,Municipal,MWRA Northern,Detected,90006.23246,6,copies/L,Winthrop,MA,Suffolk,1/5/23
9/29/22,BioBot,Municipal,Amherst WWTP,Detected,1003980.379,4,copies/L,Hadley,MA,Hampshire,1/5/23
12/4/20,BioBot,Municipal,MWRA Northern,Detected,820926.3519,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/16/21,BioBot,Municipal,MWRA Southern,Detected,71557.76062,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/22/22,BioBot,Municipal,MWRA Northern,Detected,709911.3096,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/13/21,BioBot,Municipal,MWRA Northern,Not Detected,53730.26957,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/20/22,BioBot,Municipal,Amherst WWTP,Detected,1029800.352,4,copies/L,Hadley,MA,Hampshire,1/5/23
1/17/21,BioBot,Municipal,MWRA Northern,Detected,916430.2494,6,copies/L,Winthrop,MA,Suffolk,1/5/23
1/17/21,BioBot,Municipal,MWRA Northern,Detected,914249.9912,6,copies/L,Winthrop,MA,Suffolk,1/5/23
4/6/22,BioBot,Municipal,MWRA Northern,Detected,385694.6709,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/8/22,BioBot,Municipal,Athol WWTP,Detected,7127736.834,4,copies/L,Athol,MA,Worcester,1/5/23
1/4/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,16952882.43,3,copies/L,North Andover,MA,Essex,1/5/23
10/12/22,BioBot,Municipal,Uxbridge WWTF,Detected,1764062.332,3,copies/L,Uxbridge,MA,Worcester,1/5/23
6/29/20,BioBot,Municipal,MWRA Southern,Detected,10822.18826,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/21/21,BioBot,Municipal,Pittsfield WWTP,Detected,960158.4838,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/30/21,BioBot,Municipal,MWRA Southern,Detected,995058.3146,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/7/21,BioBot,Municipal,MWRA Northern,Detected,425130.4543,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/13/22,BioBot,Municipal,Haverhill WWTP,Detected,1043929.272,4,copies/L,Haverhill,MA,Essex,1/5/23
5/14/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1465748.721,4,copies/L,Chicopee,MA,Hampden,1/5/23
2/18/22,BioBot,Municipal,MWRA Northern,Detected,131114.6463,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/28/20,BioBot,Municipal,MWRA Southern,Detected,163187.8644,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/28/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1333765.839,4,copies/L,Provincetown,MA,Barnstable,1/5/23
11/9/22,BioBot,Municipal,Hull WWTF,Detected,2300148.914,2,copies/L,Hull,MA,Plymouth,1/5/23
6/28/21,BioBot,Municipal,MWRA Northern,Detected,25383.17711,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/18/22,BioBot,Municipal,Haverhill WWTP,Detected,2145541.428,3,copies/L,Haverhill,MA,Essex,1/5/23
2/8/21,BioBot,Municipal,MWRA Southern,Detected,468875.766,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/30/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1149092.281,4,copies/L,North Andover,MA,Essex,1/5/23
1/29/21,BioBot,Municipal,MWRA Southern,Detected,1334091.335,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/2/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1454384.902,4,copies/L,North Andover,MA,Essex,1/5/23
8/14/22,BioBot,Municipal,MWRA Northern,Detected,530568.8769,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/15/22,BioBot,Municipal,Amherst WWTP,Detected,714759.5225,4,copies/L,Hadley,MA,Hampshire,1/5/23
7/15/22,BioBot,Municipal,MWRA Southern,Detected,734593.34,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/22/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1360208.474,4,copies/L,Worcester,MA,Worcester,1/5/23
6/16/22,BioBot,Municipal,Wareham WPCF,Detected,826567.3821,4,copies/L,Wareham,MA,Plymouth,1/5/23
5/9/22,BioBot,Municipal,MWRA Southern,Detected,845366.4465,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/12/22,BioBot,Municipal,MWRA Southern,Detected,134389.8653,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/3/21,BioBot,Municipal,MWRA Southern,Detected,886072.767,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/4/21,BioBot,Municipal,MWRA Southern,Detected,1887015.684,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/29/20,BioBot,Municipal,MWRA Northern,Detected,493371.0654,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/1/22,BioBot,Municipal,Athol WWTP,Detected,3366643.474,3,copies/L,Athol,MA,Worcester,1/5/23
10/18/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1726588.48,4,copies/L,Worcester,MA,Worcester,1/5/23
5/9/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,913235.0213,4,copies/L,North Andover,MA,Essex,1/5/23
7/8/22,BioBot,Municipal,Pittsfield WWTP,Detected,678646.4787,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
12/22/22,BioBot,Municipal,Wareham WPCF,Detected,1352491.634,4,copies/L,Wareham,MA,Plymouth,1/5/23
12/19/22,BioBot,Municipal,MWRA Southern,Detected,1343611.15,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/26/22,BioBot,Municipal,Hull WWTF,Detected,855322.4803,3,copies/L,Hull,MA,Plymouth,1/5/23
4/27/22,BioBot,Municipal,Haverhill WWTP,Detected,502303.8771,5,copies/L,Haverhill,MA,Essex,1/5/23
6/2/22,BioBot,Municipal,MWRA Southern,Detected,772377.2404,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/7/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,348950.5958,7,copies/L,Provincetown,MA,Barnstable,1/5/23
7/1/20,BioBot,Municipal,MWRA Southern,Detected,18200.90142,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/11/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,445901.0573,4,copies/L,Chicopee,MA,Hampden,1/5/23
5/3/21,BioBot,Municipal,MWRA Southern,Detected,167038.7868,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/27/21,BioBot,Municipal,MWRA Southern,Detected,621627.8833,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/14/22,BioBot,Municipal,Hull WWTF,Detected,734222.944,3,copies/L,Hull,MA,Plymouth,1/5/23
11/18/20,BioBot,Municipal,MWRA Northern,Detected,342391.084,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/20/22,BioBot,Municipal,MWRA Northern,Detected,1213336.156,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/9/21,BioBot,Municipal,MWRA Southern,Detected,440653.1782,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/5/22,BioBot,Municipal,MWRA Northern,Detected,626628.741,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/31/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,557201.4116,4,copies/L,Worcester,MA,Worcester,1/5/23
6/15/21,BioBot,Municipal,MWRA Southern,Detected,21873.40354,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/17/22,BioBot,Municipal,MWRA Northern,Detected,133394.559,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/1/21,BioBot,Municipal,MWRA Northern,Detected,209283.4801,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/11/21,BioBot,Municipal,MWRA Southern,Detected,407899.9632,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/16/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,136368.4528,7,copies/L,Provincetown,MA,Barnstable,1/5/23
8/12/22,BioBot,Municipal,MWRA Southern,Detected,528453.7886,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/26/22,BioBot,Municipal,Wareham WPCF,Detected,1194491.11,4,copies/L,Wareham,MA,Plymouth,1/5/23
7/11/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1533659.679,4,copies/L,North Andover,MA,Essex,1/5/23
3/7/21,BioBot,Municipal,MWRA Northern,Detected,265442.3976,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/6/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1114618.108,3,copies/L,Chicopee,MA,Hampden,1/5/23
12/8/22,BioBot,Municipal,Uxbridge WWTF,Detected,1829238,3,copies/L,Uxbridge,MA,Worcester,1/5/23
6/10/21,BioBot,Municipal,MWRA Northern,Detected,24610.93241,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/27/22,BioBot,Municipal,MWRA Southern,Detected,624865.1258,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/18/20,BioBot,Municipal,MWRA Southern,Detected,44951.5686,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/1/22,BioBot,Municipal,Pittsfield WWTP,Detected,1135738.589,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
5/17/22,BioBot,Municipal,Pittsfield WWTP,Detected,901973.9863,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
9/14/20,BioBot,Municipal,MWRA Northern,Detected,53112.4286,6,copies/L,Winthrop,MA,Suffolk,1/5/23
11/7/22,BioBot,Municipal,Haverhill WWTP,Detected,1058423.883,4,copies/L,Haverhill,MA,Essex,1/5/23
10/27/21,BioBot,Municipal,MWRA Southern,Detected,375140.5674,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/14/22,BioBot,Municipal,Wareham WPCF,Detected,1169823.477,4,copies/L,Wareham,MA,Plymouth,1/5/23
3/11/21,BioBot,Municipal,MWRA Southern,Detected,335299.2483,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/25/20,BioBot,Municipal,MWRA Northern,Detected,14505.83259,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/24/21,BioBot,Municipal,MWRA Southern,Detected,1330576.52,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/24/22,BioBot,Municipal,MWRA Northern,Detected,519304.7543,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/28/22,BioBot,Municipal,Fitchburg Public Works,Detected,1509442.197,3,copies/L,Fitchburg,MA,Worcester,1/5/23
10/26/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,823725.6963,4,copies/L,North Andover,MA,Essex,1/5/23
9/27/22,BioBot,Municipal,Brockton/ Abington,Detected,1626816.17,4,copies/L,Brockton,MA,Plymouth,1/5/23
7/7/22,BioBot,Municipal,MWRA Southern,Detected,504297.2829,3,copies/L,Winthrop,MA,Suffolk,1/5/23
1/16/21,BioBot,Municipal,MWRA Northern,Detected,1017732.689,6,copies/L,Winthrop,MA,Suffolk,1/5/23
1/16/21,BioBot,Municipal,MWRA Northern,Detected,985617.6891,6,copies/L,Winthrop,MA,Suffolk,1/5/23
9/9/22,BioBot,Municipal,Amherst WWTP,Detected,1402150.343,4,copies/L,Hadley,MA,Hampshire,1/5/23
9/13/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1396260.532,4,copies/L,North Andover,MA,Essex,1/5/23
7/8/22,BioBot,Municipal,MWRA Northern,Detected,836433.4048,4,copies/L,Winthrop,MA,Suffolk,1/5/23
8/5/22,BioBot,Municipal,Pittsfield WWTP,Detected,851655.5098,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/19/22,BioBot,Municipal,New Bedford WWTF,Detected,678809.0071,2,copies/L,New Bedford,MA,Bristol,1/5/23
7/19/22,BioBot,Municipal,Fitchburg Public Works,Detected,1955272.744,4,copies/L,Fitchburg,MA,Worcester,1/5/23
11/8/22,BioBot,Municipal,Fall River WWTP,Detected,738648.6789,5,copies/L,Fall River,MA,Bristol,1/5/23
6/29/22,BioBot,Municipal,MWRA Northern,Detected,652504.4175,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/23/22,BioBot,Municipal,Wareham WPCF,Detected,1139683.155,4,copies/L,Wareham,MA,Plymouth,1/5/23
10/6/22,BioBot,Municipal,MWRA Southern,Detected,955264.0938,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/26/22,BioBot,Municipal,Pittsfield WWTP,Detected,967559.3957,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
5/3/22,BioBot,Municipal,Athol WWTP,Detected,1786430.369,4,copies/L,Athol,MA,Worcester,1/5/23
12/15/22,BioBot,Municipal,Uxbridge WWTF,Detected,955735.2579,3,copies/L,Uxbridge,MA,Worcester,1/5/23
8/13/21,BioBot,Municipal,MWRA Southern,Detected,364922.836,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/30/22,BioBot,Municipal,MWRA Northern,Detected,567952.8245,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/5/21,BioBot,Municipal,MWRA Northern,Detected,250553.2359,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/9/20,BioBot,Municipal,MWRA Northern,Detected,27838.7146,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/1/21,BioBot,Municipal,MWRA Northern,Detected,319544.3267,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/12/20,BioBot,Municipal,MWRA Southern,Detected,52183.89737,5,copies/L,Winthrop,MA,Suffolk,1/5/23
11/15/21,BioBot,Municipal,Haverhill WWTP,Detected,1116411.819,3,copies/L,Haverhill,MA,Essex,1/5/23
5/3/21,BioBot,Municipal,MWRA Northern,Detected,101917.2704,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/6/22,BioBot,Municipal,Haverhill WWTP,Detected,318836.429,4,copies/L,Haverhill,MA,Essex,1/5/23
4/27/21,BioBot,Municipal,MWRA Northern,Detected,143395.5521,6,copies/L,Winthrop,MA,Suffolk,1/5/23
4/27/21,BioBot,Municipal,MWRA Northern,Detected,148979.6709,6,copies/L,Winthrop,MA,Suffolk,1/5/23
2/4/21,BioBot,Municipal,MWRA Southern,Detected,481594.219,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/5/22,BioBot,Municipal,North Attleboro WWTF,Detected,307309.4831,2,copies/L,North Attleborough,MA,Bristol,1/5/23
6/23/22,BioBot,Municipal,MWRA Northern,Detected,575136.4711,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/15/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,1024272.451,7,copies/L,Provincetown,MA,Barnstable,1/5/23
9/1/22,BioBot,Municipal,MWRA Northern,Detected,469980.5045,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/12/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1481255.002,4,copies/L,North Andover,MA,Essex,1/5/23
1/24/22,BioBot,Municipal,Haverhill WWTP,Detected,1636572.673,4,copies/L,Haverhill,MA,Essex,1/5/23
2/19/22,BioBot,Municipal,MWRA Northern,Detected,131044.4057,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/3/21,BioBot,Municipal,MWRA Northern,Detected,200585.8943,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/23/21,BioBot,Municipal,MWRA Northern,Detected,348453.0289,7,copies/L,Winthrop,MA,Suffolk,1/5/23
2/23/21,BioBot,Municipal,MWRA Northern,Detected,343829.9935,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/4/22,BioBot,Municipal,MWRA Northern,Detected,523041.9374,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/27/22,BioBot,Municipal,Hull WWTF,Detected,535681.0602,3,copies/L,Hull,MA,Plymouth,1/5/23
7/5/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,951679.5388,3,copies/L,Worcester,MA,Worcester,1/5/23
9/26/22,BioBot,Municipal,MWRA Southern,Detected,1018607.672,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/11/21,BioBot,Municipal,MWRA Southern,Detected,1634546.45,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/28/21,BioBot,Municipal,MWRA Northern,Detected,353619.612,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/4/22,BioBot,Municipal,MWRA Northern,Detected,642955.5116,7,copies/L,Winthrop,MA,Suffolk,1/5/23
2/19/21,BioBot,Municipal,MWRA Northern,Detected,325065.7928,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/9/22,BioBot,Municipal,Brockton/ Abington,Detected,737443.2425,4,copies/L,Brockton,MA,Plymouth,1/5/23
9/13/22,BioBot,Municipal,MWRA Southern,Detected,652875.6106,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/8/22,BioBot,Municipal,Hull WWTF,Detected,1652016.631,3,copies/L,Hull,MA,Plymouth,1/5/23
12/12/21,BioBot,Municipal,MWRA Southern,Detected,1648469.663,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/1/21,BioBot,Municipal,MWRA Southern,Detected,306594.969,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/20/20,BioBot,Municipal,MWRA Northern,Detected,24289.76516,6,copies/L,Winthrop,MA,Suffolk,1/5/23
7/20/20,BioBot,Municipal,MWRA Northern,Detected,25016.02366,6,copies/L,Winthrop,MA,Suffolk,1/5/23
7/20/20,BioBot,Municipal,MWRA Northern,Detected,24836.86976,6,copies/L,Winthrop,MA,Suffolk,1/5/23
7/20/20,BioBot,Municipal,MWRA Northern,Detected,25563.12826,6,copies/L,Winthrop,MA,Suffolk,1/5/23
8/22/22,BioBot,Municipal,MWRA Southern,Detected,553557.5483,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/19/22,BioBot,Municipal,MWRA Northern,Detected,639030.6252,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/28/21,BioBot,Municipal,MWRA Northern,Detected,369716.7889,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/25/20,BioBot,Municipal,MWRA Southern,Detected,11327.78748,7,copies/L,Winthrop,MA,Suffolk,1/5/23
2/23/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,163287.9642,3,copies/L,Worcester,MA,Worcester,1/5/23
12/29/21,BioBot,Municipal,MWRA Northern,Detected,6633573.793,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/11/22,BioBot,Municipal,Fitchburg Public Works,Detected,2609927.756,4,copies/L,Fitchburg,MA,Worcester,1/5/23
12/27/22,BioBot,Municipal,Brockton/ Abington,Detected,2466505.103,2,copies/L,Brockton,MA,Plymouth,1/5/23
7/2/20,BioBot,Municipal,MWRA Northern,Detected,22352.64624,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/16/21,BioBot,Municipal,MWRA Northern,Detected,374142.9141,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/19/22,BioBot,Municipal,Brockton/ Abington,Detected,496724.0007,4,copies/L,Brockton,MA,Plymouth,1/5/23
5/3/22,BioBot,Municipal,Wareham WPCF,Detected,1152541.44,4,copies/L,Wareham,MA,Plymouth,1/5/23
6/12/20,BioBot,Municipal,MWRA Southern,Detected,45384.99938,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/13/21,BioBot,Municipal,MWRA Northern,Detected,425536.9059,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/18/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,531956.5394,3,copies/L,North Andover,MA,Essex,1/5/23
1/25/22,BioBot,Municipal,MWRA Southern,Detected,1928012.727,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/14/22,BioBot,Municipal,Wareham WPCF,Detected,817520.9704,4,copies/L,Wareham,MA,Plymouth,1/5/23
7/30/21,BioBot,Municipal,MWRA Northern,Detected,214881.0761,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/20/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,778211.6041,4,copies/L,Worcester,MA,Worcester,1/5/23
5/3/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,739278.0328,4,copies/L,Worcester,MA,Worcester,1/5/23
8/2/22,BioBot,Municipal,Haverhill WWTP,Detected,1078929.32,4,copies/L,Haverhill,MA,Essex,1/5/23
1/16/22,BioBot,Municipal,MWRA Northern,Detected,2394060.668,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/12/22,BioBot,Municipal,Amherst WWTP,Detected,1436993.34,4,copies/L,Hadley,MA,Hampshire,1/5/23
3/21/22,BioBot,Municipal,MWRA Northern,Detected,141526.4176,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/22/22,BioBot,Municipal,MWRA Northern,Detected,505109.3158,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/17/22,BioBot,Municipal,MWRA Northern,Detected,752135.937,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/28/20,BioBot,Municipal,MWRA Northern,Detected,296507.2604,3,copies/L,Winthrop,MA,Suffolk,1/5/23
7/14/22,BioBot,Municipal,Athol WWTP,Detected,1050773.36,4,copies/L,Athol,MA,Worcester,1/5/23
4/25/22,BioBot,Municipal,Haverhill WWTP,Detected,583745.2572,4,copies/L,Haverhill,MA,Essex,1/5/23
8/30/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,192939.1159,7,copies/L,Provincetown,MA,Barnstable,1/5/23
1/25/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,2118151.705,3,copies/L,North Andover,MA,Essex,1/5/23
9/29/22,BioBot,Municipal,Uxbridge WWTF,Detected,1429597.8,3,copies/L,Uxbridge,MA,Worcester,1/5/23
3/14/22,BioBot,Municipal,MWRA Southern,Detected,145234.0181,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/4/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,655202.5377,4,copies/L,Worcester,MA,Worcester,1/5/23
8/23/22,BioBot,Municipal,Fitchburg Public Works,Detected,2697272.234,4,copies/L,Fitchburg,MA,Worcester,1/5/23
5/13/22,BioBot,Municipal,MWRA Northern,Detected,1067699.873,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/9/22,BioBot,Municipal,MWRA Southern,Detected,578671.8142,5,copies/L,Winthrop,MA,Suffolk,1/5/23
9/12/21,BioBot,Municipal,MWRA Southern,Detected,270363.3763,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/28/20,BioBot,Municipal,MWRA Northern,Detected,143207.7157,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/18/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,860080.8918,4,copies/L,Worcester,MA,Worcester,1/5/23
7/19/22,BioBot,Municipal,Athol WWTP,Detected,539211.9168,4,copies/L,Athol,MA,Worcester,1/5/23
7/7/22,BioBot,Municipal,Fitchburg Public Works,Detected,2129613.096,3,copies/L,Fitchburg,MA,Worcester,1/5/23
10/21/20,BioBot,Municipal,MWRA Southern,Detected,193764.7217,5,copies/L,Winthrop,MA,Suffolk,1/5/23
11/18/20,BioBot,Municipal,MWRA Southern,Detected,363533.3137,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/13/22,BioBot,Municipal,Fitchburg Public Works,Detected,551092.0031,4,copies/L,Fitchburg,MA,Worcester,1/5/23
5/28/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,730608.7924,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/13/22,BioBot,Municipal,Athol WWTP,Detected,1008309.796,4,copies/L,Athol,MA,Worcester,1/5/23
11/15/21,BioBot,Municipal,MWRA Southern,Detected,700483.7514,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/7/21,BioBot,Municipal,Wareham WPCF,Detected,365894.0695,3,copies/L,Wareham,MA,Plymouth,1/5/23
10/26/22,BioBot,Municipal,Wareham WPCF,Detected,1447090.802,4,copies/L,Wareham,MA,Plymouth,1/5/23
3/28/22,BioBot,Municipal,MWRA Northern,Detected,228796.0263,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/4/22,BioBot,Municipal,MWRA Southern,Detected,616762.8268,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/28/22,BioBot,Municipal,Athol WWTP,Detected,755745.73,4,copies/L,Athol,MA,Worcester,1/5/23
7/16/21,BioBot,Municipal,MWRA Northern,Detected,64928.27876,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/23/22,BioBot,Municipal,Pittsfield WWTP,Detected,910185.8595,5,copies/L,Pittsfield,MA,Berkshire,1/5/23
3/6/22,BioBot,Municipal,MWRA Northern,Detected,108439.7135,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/21/20,BioBot,Municipal,MWRA Southern,Detected,255531.3187,2,copies/L,Winthrop,MA,Suffolk,1/5/23
6/6/22,BioBot,Municipal,MWRA Southern,Detected,739261.922,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/25/22,BioBot,Municipal,MWRA Northern,Detected,551307.2152,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/24/22,BioBot,Municipal,Fall River WWTP,Detected,432460.8623,5,copies/L,Fall River,MA,Bristol,1/5/23
3/31/22,BioBot,Municipal,MWRA Southern,Detected,206855.8578,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/30/22,BioBot,Municipal,MWRA Southern,Detected,198842.0772,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/21/22,BioBot,Municipal,Pittsfield WWTP,Detected,1990719.162,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
8/16/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,1156347.541,7,copies/L,Provincetown,MA,Barnstable,1/5/23
